review_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,review_text_clean,review_length,sentiment_score,sentiment_label
R101492,P1143,Ultra Patio Umbrella,Garden & Outdoor,5,Highly recommend,Amazing quality for the price. works perfectly and exceeded my expectations. fast shipping and well packaged.,2025-08-19,Yes,10,amazing quality for the price works perfectly and exceeded my expectations fast shipping and well packaged,16,1.0,Positive
R101493,P1048,Smart Hiking Backpack,Sports & Outdoors,1,Broke quickly,Broke after a few days of use.,2025-02-05,Yes,2,broke after a few days of use,7,-0.714,Negative
R101494,P1106,Deluxe Jump Starter,Automotive,5,Very satisfied,Super comfortable and stylish. fast shipping and well packaged.,2025-09-29,Yes,5,super comfortable and stylish fast shipping and well packaged,9,1.0,Positive
R101495,P1150,Prime Acoustic Guitar,Musical Instruments,3,It's okay,"Not bad, not great either.",2023-09-12,Yes,4,not bad not great either,5,0.0,Neutral
R101496,P1144,Plus Plant Pots,Garden & Outdoor,5,Very satisfied,Excellent build quality.,2024-06-06,Yes,1,excellent build quality,3,1.0,Positive
R101497,P1192,Elite Earrings Set,Jewelry,3,Does the job,"Does what it says, nothing more. acceptable but could be improved.",2023-04-29,Yes,6,does what it says nothing more acceptable but could be improved,11,0.0,Neutral
R101498,P1108,Smart Dash Cam,Automotive,3,Mixed feelings,Decent product overall.,2023-03-12,No,1,decent product overall,3,0.0,Neutral
R101499,P1092,Plus First Aid Kit,Health & Household,4,Highly recommend,Super comfortable and stylish. best purchase i've made this year. absolutely love this product.,2024-06-19,Yes,6,super comfortable and stylish best purchase i've made this year absolutely love this product,14,1.0,Positive
R101500,P1174,Elite Game Console Stand,Video Games,5,Highly recommend,Highly recommend this to everyone.,2023-11-27,Yes,4,highly recommend this to everyone,5,1.0,Positive
R101501,P1197,Prime Ring,Jewelry,4,Very satisfied,Best purchase i've made this year.,2025-03-25,Yes,2,best purchase i've made this year,6,0.833,Positive
R101502,P1020,Pro Blender,Home & Kitchen,5,Highly recommend,Impressive performance overall. excellent build quality. exactly as described and works great.,2025-05-24,Yes,5,impressive performance overall excellent build quality exactly as described and works great,12,1.0,Positive
R101503,P1077,Deluxe Boots,Shoes,5,Excellent product,Very happy with this purchase. best purchase i've made this year. exactly as described and works great.,2024-09-22,Yes,0,very happy with this purchase best purchase i've made this year exactly as described and works great,17,0.882,Positive
R101504,P1192,Elite Earrings Set,Jewelry,5,Excellent product,Easy to use and set up. works perfectly and exceeded my expectations. impressive performance overall.,2024-12-06,Yes,0,easy to use and set up works perfectly and exceeded my expectations impressive performance overall,15,1.0,Positive
R101505,P1068,Ultra Socks Pack,Clothing,5,Exceeded expectations,Excellent build quality. super comfortable and stylish. exactly as described and works great.,2023-01-14,No,1,excellent build quality super comfortable and stylish exactly as described and works great,13,1.0,Positive
R101506,P1125,Elite Notebook,Office Products,4,Great purchase!,Works perfectly and exceeded my expectations.,2025-05-05,Yes,1,works perfectly and exceeded my expectations,6,1.0,Positive
R101507,P1167,Classic Projector Screen,Movies & TV,5,Highly recommend,Super comfortable and stylish. exactly as described and works great.,2023-12-28,Yes,1,super comfortable and stylish exactly as described and works great,10,1.0,Positive
R101508,P1180,Prime Drill Set,Tools & Home Improvement,5,Very satisfied,Excellent build quality.,2024-01-08,Yes,1,excellent build quality,3,1.0,Positive
R101509,P1028,Lite Storage Containers,Home & Kitchen,2,Would not recommend,Not as described in the listing. regret buying this product.,2024-01-16,Yes,4,not as described in the listing regret buying this product,10,-0.5,Negative
R101510,P1191,Deluxe Silver Necklace,Jewelry,4,Highly recommend,Customer service was excellent.,2024-06-15,No,1,customer service was excellent,4,1.0,Positive
R101511,P1104,Essential Seat Covers,Automotive,5,Great purchase!,Best purchase i've made this year. durable and works as expected.,2023-12-07,Yes,1,best purchase i've made this year durable and works as expected,11,0.909,Positive
R101512,P1021,Prime Blender,Home & Kitchen,1,Very disappointed,Poor quality and not worth the money. stopped working within a week.,2024-12-01,Yes,1,poor quality and not worth the money stopped working within a week,12,-0.833,Negative
R101513,P1060,Deluxe T-Shirt,Clothing,5,Great purchase!,Amazing quality for the price. best purchase i've made this year.,2023-01-20,Yes,3,amazing quality for the price best purchase i've made this year,11,1.0,Positive
R101514,P1192,Elite Earrings Set,Jewelry,5,Excellent product,Best purchase i've made this year.,2023-03-27,Yes,3,best purchase i've made this year,6,0.833,Positive
R101515,P1133,Lite Diaper Bag,Baby Products,3,Decent for the price,"Not bad, not great either.",2025-12-01,No,1,not bad not great either,5,0.0,Neutral
R101516,P1194,Ultra Bracelet,Jewelry,5,Very satisfied,Impressive performance overall. amazing quality for the price.,2024-11-21,Yes,0,impressive performance overall amazing quality for the price,8,1.0,Positive
R101517,P1086,Classic Snack Pack,Grocery & Gourmet Food,4,Exceeded expectations,Best purchase i've made this year. fast shipping and well packaged.,2024-05-05,No,0,best purchase i've made this year fast shipping and well packaged,11,0.909,Positive
R101518,P1170,Compact Game Controller,Video Games,4,Great purchase!,Exactly as described and works great. durable and works as expected.,2024-12-30,No,11,exactly as described and works great durable and works as expected,11,0.909,Positive
R101519,P1025,Prime Cutlery Set,Home & Kitchen,2,Not worth it,Arrived damaged and defective.,2023-10-12,Yes,2,arrived damaged and defective,4,-1.0,Negative
R101520,P1031,Pro Face Serum,Beauty & Personal Care,3,Mixed feelings,Decent product overall. some pros and some cons.,2025-08-31,Yes,10,decent product overall some pros and some cons,8,0.0,Neutral
R101521,P1169,Ultra Remote Control,Movies & TV,2,Poor quality,Broke after a few days of use.,2023-02-04,Yes,1,broke after a few days of use,7,-0.714,Negative
R101522,P1011,Elite Novel,Books,5,Highly recommend,Fast shipping and well packaged. best purchase i've made this year. amazing quality for the price.,2025-09-19,Yes,3,fast shipping and well packaged best purchase i've made this year amazing quality for the price,16,1.0,Positive
R101523,P1156,Essential Guitar Strings,Musical Instruments,4,Very satisfied,Fast shipping and well packaged.,2025-09-02,No,1,fast shipping and well packaged,5,1.0,Positive
R101524,P1179,Prime Memory Card,Video Games,4,Very satisfied,Super comfortable and stylish.,2024-08-24,Yes,0,super comfortable and stylish,4,1.0,Positive
R101525,P1182,Elite Tool Box,Tools & Home Improvement,3,Decent for the price,"Does what it says, nothing more.",2025-10-30,Yes,1,does what it says nothing more,6,0.0,Neutral
R101526,P1127,Elite Stapler,Office Products,4,Excellent product,Highly recommend this to everyone.,2025-08-14,Yes,1,highly recommend this to everyone,5,1.0,Positive
R101527,P1114,Compact Pet Bed,Pet Supplies,5,Excellent product,Amazing quality for the price.,2024-05-08,Yes,10,amazing quality for the price,5,1.0,Positive
R101528,P1043,Max Resistance Bands,Sports & Outdoors,5,Very satisfied,Super comfortable and stylish. works perfectly and exceeded my expectations. easy to use and set up.,2023-03-01,Yes,0,super comfortable and stylish works perfectly and exceeded my expectations easy to use and set up,16,1.0,Positive
R101529,P1083,Ultra Protein Bars,Grocery & Gourmet Food,2,Would not recommend,Flimsy material and poor stitching. stopped working within a week.,2024-06-11,Yes,9,flimsy material and poor stitching stopped working within a week,10,-1.0,Negative
R101530,P1171,Essential Game Controller,Video Games,4,Highly recommend,Best purchase i've made this year.,2025-12-30,Yes,0,best purchase i've made this year,6,0.833,Positive
R101531,P1125,Elite Notebook,Office Products,5,Exceeded expectations,Customer service was excellent.,2024-04-03,No,2,customer service was excellent,4,1.0,Positive
R101532,P1196,Ultra Ring,Jewelry,5,Very satisfied,Works perfectly and exceeded my expectations. best purchase i've made this year. fast shipping and well packaged.,2025-02-20,Yes,0,works perfectly and exceeded my expectations best purchase i've made this year fast shipping and well packaged,17,1.0,Positive
R101533,P1143,Ultra Patio Umbrella,Garden & Outdoor,1,Would not recommend,Flimsy material and poor stitching. does not work as advertised.,2024-06-14,Yes,10,flimsy material and poor stitching does not work as advertised,10,-1.0,Negative
R101534,P1022,Deluxe Air Fryer,Home & Kitchen,4,Exceeded expectations,Works perfectly and exceeded my expectations.,2024-01-21,Yes,3,works perfectly and exceeded my expectations,6,1.0,Positive
R101535,P1029,Elite Storage Containers,Home & Kitchen,5,Very satisfied,Fast shipping and well packaged. great value for the price. impressive performance overall.,2023-01-04,Yes,2,fast shipping and well packaged great value for the price impressive performance overall,13,1.0,Positive
R101536,P1151,Pro Acoustic Guitar,Musical Instruments,4,Very satisfied,Excellent build quality. easy to use and set up. exactly as described and works great.,2024-10-16,Yes,0,excellent build quality easy to use and set up exactly as described and works great,15,1.0,Positive
R101537,P1173,Prime Gaming Headset,Video Games,5,Excellent product,Very happy with this purchase.,2024-03-30,Yes,6,very happy with this purchase,5,1.0,Positive
R101538,P1002,Pro Bluetooth Speaker,Electronics,5,Highly recommend,Easy to use and set up. amazing quality for the price. fast shipping and well packaged.,2024-08-30,Yes,0,easy to use and set up amazing quality for the price fast shipping and well packaged,16,1.0,Positive
R101539,P1127,Elite Stapler,Office Products,3,Average product,Works fine but nothing extraordinary. meets basic expectations.,2023-03-12,Yes,8,works fine but nothing extraordinary meets basic expectations,8,0.0,Neutral
R101540,P1079,Essential Slippers,Shoes,5,Excellent product,Super comfortable and stylish. works perfectly and exceeded my expectations. highly recommend this to everyone.,2025-09-06,Yes,6,super comfortable and stylish works perfectly and exceeded my expectations highly recommend this to everyone,15,1.0,Positive
R101541,P1055,Essential RC Car,Toys & Games,3,It's okay,"Meets basic expectations. not bad, not great either.",2024-11-13,Yes,2,meets basic expectations not bad not great either,8,0.0,Neutral
R101542,P1183,Max Tool Box,Tools & Home Improvement,5,Highly recommend,Easy to use and set up.,2023-04-18,No,3,easy to use and set up,6,0.833,Positive
R101543,P1198,Classic Watch,Jewelry,4,Very satisfied,Easy to use and set up.,2025-03-13,Yes,0,easy to use and set up,6,0.833,Positive
R101544,P1168,Prime Remote Control,Movies & TV,5,Excellent product,Absolutely love this product.,2025-03-14,Yes,0,absolutely love this product,4,1.0,Positive
R101545,P1173,Prime Gaming Headset,Video Games,4,Very satisfied,Fast shipping and well packaged. customer service was excellent.,2025-03-11,Yes,9,fast shipping and well packaged customer service was excellent,9,1.0,Positive
R101546,P1186,Ultra Paint Roller,Tools & Home Improvement,4,Highly recommend,Highly recommend this to everyone. super comfortable and stylish.,2025-03-17,Yes,5,highly recommend this to everyone super comfortable and stylish,9,1.0,Positive
R101547,P1082,Compact Protein Bars,Grocery & Gourmet Food,3,Mixed feelings,Meets basic expectations.,2023-12-02,Yes,3,meets basic expectations,3,0.0,Neutral
R101548,P1113,Plus Cat Litter Box,Pet Supplies,5,Highly recommend,Amazing quality for the price. highly recommend this to everyone. great value for the price.,2024-03-22,Yes,0,amazing quality for the price highly recommend this to everyone great value for the price,15,1.0,Positive
R101549,P1050,Prime Building Blocks,Toys & Games,1,Broke quickly,Terrible experience overall. broke after a few days of use. cheaply made and feels fragile.,2023-07-28,Yes,1,terrible experience overall broke after a few days of use cheaply made and feels fragile,15,-1.0,Negative
